ad_id,source,ad_text,impressions,clicks,ctr,emotional_appeal,scarcity,social_proof,relevance
SYN00532,synthetic,"The award-winning choice, rated five stars.",67335,1753,0.02603,0.212,0.465,0.484,0.375
SYN00533,synthetic,Trusted by millions. Try it free.,62839,1223,0.01946,0.457,0.207,0.265,0.058
SYN00534,synthetic,Exclusive deal: get yours now.,35708,1274,0.03568,0.831,0.311,0.503,0.623
SYN00535,synthetic,"Proven results, guaranteed satisfaction.",32894,748,0.02274,0.254,0.662,0.524,0.362
SYN00536,synthetic,Trusted by millions. Try it free.,15278,713,0.04667,0.512,0.611,0.397,0.319
SYN00537,synthetic,"Your best results, made easy and fast.",6323,84,0.01328,0.378,0.43,0.707,0.464
SYN00538,synthetic,"Your best results, made easy and fast.",27093,792,0.02923,0.587,0.372,0.194,0.622
SYN00539,synthetic,Exclusive deal: get yours now.,21558,392,0.01818,0.512,0.004,0.329,0.138
SYN00540,synthetic,Join thousands of happy customers who already switched.,23420,814,0.03476,0.37,0.232,0.624,0.528
SYN00541,synthetic,Exclusive deal: get yours now.,79882,931,0.01165,0.287,0.306,0.254,0.211
SYN00542,synthetic,Don't miss out -- this offer ends tonight.,55441,1400,0.02525,0.385,0.278,0.703,0.443
SYN00543,synthetic,Don't miss out -- this offer ends tonight.,45457,1234,0.02715,0.896,0.3,0.335,0.232
SYN00544,synthetic,Don't miss out -- this offer ends tonight.,16773,494,0.02945,0.168,0.268,0.334,0.098
SYN00545,synthetic,An incredible experience designed for you.,67768,1923,0.02838,0.675,0.109,0.251,0.218
SYN00546,synthetic,Trusted by millions. Try it free.,52647,924,0.01755,0.444,0.673,0.317,0.227
SYN00547,synthetic,Limited release -- only a few left this week.,42640,955,0.0224,0.428,0.334,0.196,0.519
SYN00548,synthetic,An incredible experience designed for you.,38879,1330,0.03421,0.269,0.231,0.516,0.274
SYN00549,synthetic,Trusted by millions. Try it free.,45547,900,0.01976,0.232,0.319,0.578,0.61
SYN00550,synthetic,"Proven results, guaranteed satisfaction.",67653,1541,0.02278,0.351,0.263,0.291,0.339
SYN00551,synthetic,Exclusive deal: get yours now.,58449,1438,0.0246,0.225,0.136,0.739,0.29
SYN00552,synthetic,Exclusive deal: get yours now.,40344,990,0.02454,0.254,0.129,0.504,0.675
SYN00553,synthetic,Upgrade your everyday routine today.,54407,3038,0.05584,0.589,0.153,0.061,0.121
SYN00554,synthetic,Don't miss out -- this offer ends tonight.,74594,1490,0.01997,0.188,0.273,0.351,0.415
SYN00555,synthetic,Exclusive deal: get yours now.,28120,1126,0.04004,0.69,0.347,0.705,0.2
SYN00556,synthetic,Exclusive deal: get yours now.,72336,1236,0.01709,0.22,0.439,0.26,0.417
SYN00557,synthetic,"Your best results, made easy and fast.",49722,1458,0.02932,0.126,0.328,0.089,0.605
SYN00558,synthetic,"Proven results, guaranteed satisfaction.",17267,604,0.03498,0.11,0.266,0.669,0.422
SYN00559,synthetic,"Proven results, guaranteed satisfaction.",77455,1370,0.01769,0.118,0.274,0.375,0.357
SYN00560,synthetic,Upgrade your everyday routine today.,55834,1065,0.01907,0.143,0.334,0.412,0.116
SYN00561,synthetic,"Proven results, guaranteed satisfaction.",32716,589,0.018,0.511,0.229,0.121,0.392
SYN00562,synthetic,Don't miss out -- this offer ends tonight.,19526,540,0.02766,0.906,0.313,0.501,0.618
SYN00563,synthetic,"Your best results, made easy and fast.",73515,2783,0.03786,0.344,0.557,0.283,0.336
SYN00564,synthetic,Join thousands of happy customers who already switched.,66394,1811,0.02728,0.8,0.425,0.331,0.376
SYN00565,synthetic,Exclusive deal: get yours now.,6427,74,0.01151,0.371,0.425,0.809,0.366
SYN00566,synthetic,Save 30% when you order before midnight.,51950,3538,0.0681,0.63,0.252,0.281,0.68
SYN00567,synthetic,Discover something you'll genuinely love.,11825,180,0.01522,0.168,0.443,0.438,0.112
SYN00568,synthetic,Save 30% when you order before midnight.,25647,819,0.03193,0.504,0.611,0.47,0.572
SYN00569,synthetic,Exclusive deal: get yours now.,46737,3746,0.08015,0.374,0.728,0.682,0.734
SYN00570,synthetic,Discover something you'll genuinely love.,22182,440,0.01984,0.31,0.473,0.168,0.317
SYN00571,synthetic,Limited release -- only a few left this week.,42461,945,0.02226,0.279,0.225,0.325,0.363
SYN00572,synthetic,Upgrade your everyday routine today.,36077,510,0.01414,0.36,0.451,0.091,0.367
SYN00573,synthetic,Exclusive deal: get yours now.,47775,634,0.01327,0.232,0.364,0.314,0.522
SYN00574,synthetic,Join thousands of happy customers who already switched.,64655,1974,0.03053,0.481,0.814,0.351,0.401
SYN00575,synthetic,An incredible experience designed for you.,14949,584,0.03907,0.537,0.449,0.436,0.55
SYN00576,synthetic,Upgrade your everyday routine today.,64304,1843,0.02866,0.138,0.194,0.377,0.559
SYN00577,synthetic,"Proven results, guaranteed satisfaction.",20122,387,0.01923,0.312,0.661,0.365,0.174
SYN00578,synthetic,Don't miss out -- this offer ends tonight.,5569,144,0.02586,0.179,0.492,0.609,0.138
SYN00579,synthetic,Join thousands of happy customers who already switched.,37374,545,0.01458,0.567,0.016,0.267,0.647
SYN00580,synthetic,"Proven results, guaranteed satisfaction.",26276,918,0.03494,0.511,0.48,0.113,0.51
SYN00581,synthetic,Save 30% when you order before midnight.,17208,446,0.02592,0.638,0.467,0.234,0.023
SYN00582,synthetic,Exclusive deal: get yours now.,35559,3200,0.08999,0.894,0.759,0.404,0.425
SYN00583,synthetic,Don't miss out -- this offer ends tonight.,69901,1565,0.02239,0.553,0.167,0.239,0.192
SYN00584,synthetic,Discover something you'll genuinely love.,48089,789,0.01641,0.535,0.349,0.377,0.092
SYN00585,synthetic,Upgrade your everyday routine today.,59043,1546,0.02618,0.582,0.26,0.3,0.308
SYN00586,synthetic,Save 30% when you order before midnight.,14513,395,0.02722,0.265,0.129,0.646,0.762
SYN00587,synthetic,Upgrade your everyday routine today.,8838,282,0.03191,0.685,0.262,0.377,0.118
SYN00588,synthetic,"Proven results, guaranteed satisfaction.",28816,968,0.03359,0.604,0.582,0.494,0.307
SYN00589,synthetic,Limited release -- only a few left this week.,62630,1022,0.01632,0.382,0.374,0.673,0.258
SYN00590,synthetic,Limited release -- only a few left this week.,71190,1122,0.01576,0.417,0.735,0.165,0.438
SYN00591,synthetic,Limited release -- only a few left this week.,10834,242,0.02234,0.468,0.113,0.355,0.07
SYN00592,synthetic,Exclusive deal: get yours now.,39694,2107,0.05308,0.607,0.579,0.409,0.309
SYN00593,synthetic,Exclusive deal: get yours now.,33531,1484,0.04426,0.771,0.725,0.391,0.578
SYN00594,synthetic,Trusted by millions. Try it free.,60299,2665,0.0442,0.861,0.247,0.448,0.304
SYN00595,synthetic,Upgrade your everyday routine today.,18823,768,0.0408,0.175,0.713,0.117,0.649
SYN00596,synthetic,"Your best results, made easy and fast.",40327,1080,0.02678,0.399,0.311,0.252,0.409
SYN00597,synthetic,Exclusive deal: get yours now.,68435,1391,0.02033,0.268,0.512,0.502,0.343
SYN00598,synthetic,Limited release -- only a few left this week.,38803,851,0.02193,0.197,0.598,0.166,0.215
SYN00599,synthetic,An incredible experience designed for you.,63158,3069,0.04859,0.063,0.46,0.586,0.648
SYN00600,synthetic,Upgrade your everyday routine today.,50888,1471,0.02891,0.056,0.134,0.567,0.465
